,Time,Name,Tweet_status,Text,Length,Location,polarity
243,2019-09-08 06:02:14,Prithvi44454919,Tweet,A politician like you and an actor like will alway make the peopl of india proud  the way you met scientist as a prime minist is reassuring  second  the way you have given #mission mang to #isro is also a uniqu task ,42,"Indore, India",positive
244,2019-09-08 06:02:15,r_raktade,Retweet,proud #isro messag #indian via,5,Mumbai हिंदुराष्ट्र,positive
245,2019-09-08 06:02:17,vd_fangirl1,Retweet,amazing  respect team #isro encourag entir nation believ,8,Sona's ❤,positive
246,2019-09-08 06:02:17,SRKs_Superstar,Retweet,said it        ,2,"Mumbai, India",positive
247,2019-09-08 06:02:20,RKGodara45,Tweet,india alway support,3,India,positive
248,2019-09-08 06:02:24,Somi99572011,Retweet,    km short  still got     billion peopl closer ever    proud scientist #chandrayaan  #isro,12,,positive
249,2019-09-08 06:02:24,Imgokul8047,Retweet,tantamount failure  research develop learn curve  this  preciou learn moment  soon moon  thank #isro  nation believ applaud isro ,18,"Nagercoil, India",negative
250,2019-09-08 06:02:25,vs2401,Retweet,the scientist son of a farmer put hi head on the shoulder of the son of anoth poor tea seller becaus     crore of a poor countri wa at stake  love the countri so much that both it success and failur should be felt  such is my wish  #isro # chandrayaan  #moonmiss #vikram,52,,positive
251,2019-09-08 06:02:27,chandanverma777,Tweet,india  ever awaken to cricket  is wake up for #isro  thi is patriotism  #proudofisro,14,"Ranchi,India",positive
252,2019-09-08 06:02:27,smoothcrimrinal,Tweet,we v sent probe moon still can t get uninterrupt internet even decent custom servic    ,15,,positive
253,2019-09-08 06:02:29,Nityanema,Tweet,proud #isro    ,2,"शुजालपुर, भारत",positive
254,2019-09-08 06:02:33,abtheekhay,Tweet,perfect sir        deserv repli   ,4,ننکانہ صاحب ۔پنجاب ,positive
255,2019-09-08 06:02:33,anilkumardwive4,Retweet,thi is not an odi match and there is no hurri to burst firecrack    histori is be written    the rest of dhoni did not play well  virat  decis wa wrong as the deep knowledg will not go here    isro wa alive  it will be alive       # isro # chandrayaan  #indiamakeshistori # chandrayaan land,53,,negative
256,2019-09-08 06:02:34,mahima128,Tweet,keep soar higher higher     ,4,,positive
257,2019-09-08 06:02:35,vxtandon,Retweet,pallava bagla  india  touba touba journalist ndtv   insult isro scientist halfheart apology  #chandrayaan   #isro #pallavabagla via,16,India,positive
258,2019-09-08 06:02:36,Parasarjyotish1,Retweet,                                                                                         #chandrayaan withnews   #chandrayaan  #chandrayaan land #isro #isromiss #missionmang #vikramland #chandrayaan themoon,11,"नई दिल्ली, भारत",positive
259,2019-09-08 06:02:36,Jitendr72733256,Tweet,valuabl appreci good friend     thank,5,,positive
260,2019-09-08 06:02:37,bbsharma64,Retweet,reserv agit will meet in delhi on   and   september              if you want  you can meet the reserv to get onli the poor who have one lakh annual incom sc bc gen  chang the constitution  for patriotism ,36,Shahdara Delhi ,negative
261,2019-09-08 06:02:37,md__ausaf,Retweet,amaz proud strong  amp  remark effort nation stand besid hope  ji mention  these moment courag  amp  courag be     #chandrayan  #isro,20,"New Delhi, India",positive
262,2019-09-08 06:02:40,Ajaykalse1,Retweet,absolut right    thankfully  I did not name the name  rahul  or els a few peopl would not take the name of fli even after million of attempt and would get upset befor fli    and if they had kept  arvind     what to know about fli would have taken a u turn back that modi ji is not let me fli        thank god   ,61,"Bidar, India",positive
263,2019-09-08 06:02:40,Water_Liliese,Retweet,stray   surviv leftovers  never earn dignifi meal never understand hardwork  amp  result mean lion entir nation  proud      #sivanprideofindia #chandrayaan  #sivansir #isropergarvhai #isro,22,,positive
264,2019-09-08 06:02:43,JrNTRAnnaFan,Retweet,big congratul #isro dream dream billion indian  amp  unseen effort lay behind it  defin failur magnitud dream  amp  thing realis them  #chandrayaan ,22,HYD,negative
265,2019-09-08 06:02:44,EktaRanga90,Tweet,whi is there a determin inner mind today  when noth is lost  then whi your bodi in the thicket  the cycl of vijay rath is continu moving  india is proud of it influenti scientists  #isro #isropergarvhai #isroweareproudofy #isrorock #proudtobeindian #indiawithisro #sivan,41,Naya Bharat ,positive
266,2019-09-08 06:02:48,Saiyad1143,Retweet,If modi were in the opposit today  the bettor would be mock the govern today  sadism is the opposit which ha not been poison for nearli a decad despit endur modi  venom sarcasm  low level chagrin  immatur rhetor and poor polit of revenge  # chandrayaan  #isro,46,,negative
267,2019-09-08 06:02:48,AgrawalSadhuram,Tweet,#isro #isrochief #isropergarvhai #isro         #indiawithisro #isroprideofindia #indiastandswithisro #isropargarvhai                                 v                               ,9,Bangalore,positive
268,2019-09-08 06:02:49,RaoSumiran,Retweet,congratul to #isro  the chandrayaan   mission wa     success but the credit rob poor were      unsuccessful    via whtsp,17,"लखनऊ, भारत",negative
269,2019-09-08 06:02:54,UttaraMimamsaka,Tweet,cours tri project  false  narrative  true charact  amp  mentor #chandrayaan   manned  mission  troll bust balls  even #isro scientist fail understand cues   amp  fail go along narrative  shame,27,,negative
270,2019-09-08 06:02:54,RajTiwa56444261,Tweet,I like your tweet today ,5, हिन्दुस्तान ,positive
271,2019-09-08 06:02:55,RajBoni,Retweet,#isro contact is broken not encouraging  vikram ha stopped  not isro  the floor are also stubborn  the path are too stubborn  we will tri back tomorrow  becaus the spirit here are also stubborn  We are proud of indian scientist today  on the work of chandrayaan  hearti greet to all the scientists ,51,India,positive
272,2019-09-08 06:02:55,mannkaurr1,Retweet,contact is broken  resolut is not complet success  if not today  then tomorrow we will definit get it  the moon will be ours  We are proud of all the scientist of    #isro # chandrayaan ,34,"Jalandhar, India",positive
273,2019-09-08 06:02:56,vasucha55330424,Retweet,for the first time it happen that the whole countri wa sadden by the miseri of scientists  someon ha tie us outsid the world of cricket too  #isro #proudtobeindian # chandrayaan  #proudofisro,32,"Kanpur, India",positive
274,2019-09-08 06:02:57,omar_quraishi,Retweet,citizen countri whose defenc minist speak often want nuke anoth countri,11,Pakistan,positive
275,2019-09-08 06:02:57,AlokSoni25,Tweet,pak  amp  indian jihadiliber r alike  it  jihadi mission  amp  henc beyond comprehension    amp  scientist r pride  amp  continu inspir nexgen  #chandrayaan land #chandrayaan l #isropergarvhai #indiawithisro #isro #isro,29,,positive
276,2019-09-08 06:02:59,guleriarohitsin,Tweet,mistak proof tried  #istandwithisro,4,"Rajasthan, India",positive
277,2019-09-08 06:02:59,bipinbhimani,Retweet,said morn master direct insult #isro chief  look who  defend uncouth scum  master himself ,14,,negative
278,2019-09-08 06:02:59,kamal_naan,Retweet,expect #kamalhaasan start today  #biggbosstamil  prais #isro team say proud Mr #sivan team      #chandrayaan  #proudofisro,15,,positive
279,2019-09-08 06:02:59,mfganesh,Tweet,word failur scienc technology  everyth experi till get desir results  proud #isro #chandrayan ,13,,positive
280,2019-09-08 06:03:00,ChieragJoshi,Tweet,sir  request start crowd fund isro project would directli monitor i m sure mani particip this    #chandrayaan  #isro,18,Bharat,positive
281,2019-09-08 06:03:01,tauseef_NTR,Retweet,one   futur indian social network experience  # yrsforkusateas #rrr #ntr #alavaikunthapuramulopost #missionmoon #isro #isropergarvhai,14,"गुंटकल, भारत",positive
282,2019-09-08 06:03:02,Kishnani_T,Retweet,actually  no  hug show modi  one else  even face man wept close success  anoth press opportunity ,16,At a movie theatre,positive
283,2019-09-08 06:03:09,jai_sinhmar,Retweet,could you have imagin thi intimaci with ani other prime minister         success met with hard work  but no one stood back and said  I am not disappointed  am you   the bull also get crowd           #isro #proudofisro #chandrayan #proudindian,38,,positive
284,2019-09-08 06:03:10,MD_anjoom,Retweet,moon not  land heart    #chandrayaan l #chandrayan  #chandrayaan themoon #chandrayaan  #vikramland #isro #proudindian,13,Dubai,positive
285,2019-09-08 06:03:11,sandeep002gupta,Tweet,yes  then what should pappu and barbala have done ,9,"New Delhi, India",positive
286,2019-09-08 06:03:13,thenavya,Retweet,failur failur give that  but  tri again  failur convert success  happen soon  wait #chandrayaan  mission  shall #isro  #proudofisro #chandrayaan  #isromiss #proudindian,21,,positive
287,2019-09-08 06:03:16,Nik_Ganeshkar,Tweet,    billion indian make us proud resili spirit exploration  #isro #indiaonthemoon #isropergarvhai,11,"Kolhapur, India",positive
288,2019-09-08 06:03:17,SUBASH50693,Retweet,due to rain with the slowdown in sawan bhado month  radar and data got wet due to which # chandrayaan  could not succeed  If #isro sent me sit in # chandrayaan    I would not have to see thi day ,39,"Jaunpur, U. P. India",negative
289,2019-09-08 06:03:18,AYUSHVISHWANAT1,Retweet,will continu to love you       fool who point finger at #isro  know one thing that onli the most capabl can reach there  there is no reservation ,26,"DELHI,INDIA",positive
290,2019-09-08 06:03:19,wesupport2india,Retweet,countribut scientist  junior  field lot  senior  journalist  #pallavbagla #ndtvwithpakistan #ndtvfraud,10,,positive
291,2019-09-08 06:03:20,Ashishkodap,Tweet,#isro use parasuit land #vikramlander  #                                                                      l #isromiss #chandrayaan  #isroteam #proudofisro #chandrayaan  #isropargarvhai    ,13,,positive
292,2019-09-08 06:03:21,Satyend66063618,Retweet,If someon is the greatest teacher of knowledge  then it is science  scienc is not a failure  onli experi and efforts   prime minist narendra modi #isro # chandrayaan ,28,"Noida, India",positive
293,2019-09-08 06:03:22,ShayarAQayyum,Retweet,No one but the doctor and nurs can enter the oper theater  such should be the rule of #isro  admiss of illiter man is forbidden     # chandrayaan  # chandrayaan  #indiafail #isromiss #isropergarvhai,32,"Khargone, India",positive
294,2019-09-08 06:03:22,IlangoRajan,Retweet,feel lose communication  ,3,"Madurai, India",positive
295,2019-09-08 06:03:22,S9898G,Retweet,men  OK cry  human machine   #isro chief hug modi  break space agenc lose contact moon lander vikram   via,18,INDIA,positive
296,2019-09-08 06:03:26,Somi99572011,Retweet,salut passion dedic peopl incred proud achiev attempt someth nation tri before  land moon south pole      jai hind     #chandrayan  #isro,20,,positive
297,2019-09-08 06:03:27,DigambarBodke45,Tweet,contact is broken  not encouraged  #vikram ha stop #isro not   ,10,,negative
298,2019-09-08 06:03:28,IshtiyaqueQure6,Tweet,prepar for chandrayaan   if my share is Rs     I am readi to give      #isro jai hind      ravippw    ,17,"Lucknow, India",positive
299,2019-09-08 06:03:28,pramodjp,Retweet,core everi scientif endeavour willing keep tri succeed  anyth short success simpli becom step ladder reach again  #isro proud you  hold head high  matter time    #chandrayaan ,26,"Chandigarh, Jaipur, India.",positive
300,2019-09-08 06:03:28,RahulD83917471,Tweet,full setback     mission accomplish still orbitar orbit around moon year plu job may lander land job automonusli program congrat #isro #isrochandrayan  #indiaonthemoon,22,India,positive
301,2019-09-08 06:03:32,_MeSumiT_,Tweet,#isro intellig team scientist world  peopl never give up  inspir everi singl person love space technolog but  proud everi indian who  live planet earth  thank kind words ,27,"Delhi, India",positive
302,2019-09-08 06:03:33,Abvpsingh,Tweet,at least you show courag to show posit on thi subject  may god continu destroy your inertia ,17,kotma anuppur,negative
303,2019-09-08 06:03:34,Raju24197681,Tweet,the countri whose peopl are readi to fund chandrayaan     in    hours   who can stop that countri from move forward    much faster run                  #isro follow,24,"Kota, India",positive
304,2019-09-08 06:03:35,Aanand_11,Retweet,I like your tweet today ,5,"।। फॉलोवर्स नहीं🌼 साथी चाहिये,।।",positive
305,2019-09-08 06:03:36,nitinbathla1,Retweet,cheer #isro seek support futur scientist lives  #sma kid brilliant  dy without treatment  support #battleagainstsma rais voic #curesmaindia,18,"Totu, Shimla",positive
306,2019-09-08 06:03:39,KirsnaKumar2,Retweet,came back frm russia  went directli bangalor wit #vikramland stay   am  deliv speech   am  mumbai inaugur first make india metro coach  return back delhi today evening  PM legend  #chandrayan  #isro,30,,positive
307,2019-09-08 06:03:41,Saurav75301358,Retweet,prahabhy na khalu vighnabhayen neechah  prudhya vighnavihita viremanti madhyaah      the word failur is non existent  sometim complet partial success  yes  all those who do not  happi all the negativity  after thi histor success of # chandrayaan   we will also achiev complet success  #isro,43,"Karsog, India",positive
308,2019-09-08 06:03:44,jalees_khalid,Retweet,indian fail mission moon  #indiafail #anothervirchakar #isro #chandrayan ,8,,negative
309,2019-09-08 06:03:45,Krishan2221111,Retweet,success defin abil beat odds  congratul #isro remark achievements  continu excel paradigm entir world  #chandrayaan ,15,India,positive
310,2019-09-08 06:03:45,MeraNaamKalua,Retweet,cheap troll #fawadchaudhari poke fun india  #chandrayaan   amp  #isro unabl even speak word without mistak way #worthlesspakistan land moon sit flag  #proudofisro #indiawithisro,23,"Pune, India",positive
311,2019-09-08 06:03:46,VaishnaviNagar9,Retweet,fear the wave doe not cross the boat  those tri will not give up          send your messag to #isro chief #ksivan  in the comment box     # chandrayaan  #proudofisro,28,,positive
312,2019-09-08 06:03:46,vinayak_phutane,Retweet,peopl call pallava bagla  ghastli trolls    pallava done #isro insult intern entir indian scientist commun  amp  go  step call rightli outrag indian trolls  shame prannoy roy #indiawithisro #pallavabagla,28,"Pune, India",positive
313,2019-09-08 06:03:47,ajithruban2012,Retweet,#weareproudofyouisro #isro,2,Bodi ( Theni ) @ Chennai,positive
314,2019-09-08 06:03:49,mayank_tyagi_01,Retweet,india #isro ndtv #porkistan  india soldier #ndtv terrorist india indian ndtv rohingya ndtv stand  nation deshdrohi television  #ndtvwithpakistan #boycottndtv #banndtv #ndtvfraud,21,Ghaziabd-Noida-Delhi,positive
315,2019-09-08 06:03:50,kulshreshtak,Retweet,    rt space hard  commend attempt land #chandrayaan  mission moon  south pole  inspir us journey look forward futur opportun explor solar system together ,22,"New Delhi, India",negative
316,2019-09-08 06:03:50,DrGorakhTBobde,Tweet,everi dream courag decis achiev impossible   dr gorakh bobd #proudtobeindian #isrochief #isropergarvhai #isroweareproudofy #isro #proudofisro,15,Universal,negative
317,2019-09-08 06:03:51,Dhirend75164101,Retweet,the stori of the crying  die shikshamitra of UP in which      shikshamitra die unhappily  but the honest media of our countri never took care of him becaus he is the son of a poor farmer whose fate still drip from thatch and roof of houses  It is raini water  thi fruit of    year of primari servic,56,,negative
318,2019-09-08 06:03:55,DeepanjaliYada9,Retweet,                  #isro                #                      #savecutoff                                        ,3,,positive
319,2019-09-08 06:03:58,GaneshPratap79,Retweet,hara  did not stop the broken struggle  then who learn to fli on earth without keep the jag jiya pag    all the scientist of #isro associ with # chandrayaan  mission are proud of all of us  their effort will not go in vain  today everi citizen of the countri stand with you ,52,"Jabalpur, India",positive
320,2019-09-08 06:03:58,happee_rajput,Retweet,the countri whose peopl are readi to fund chandrayaan        in    hour      who can stop that countri from move forward     #isro follow   sana    k,23,Bharat,positive
321,2019-09-08 06:04:00,imDkumar18,Retweet,#isro honor prime minist shri  narendra modi address nation isro control centr today  septemb                hr ist ,16,"Asansol, India",positive
322,2019-09-08 06:04:05,SachinG94810973,Retweet,dear even nasa fail mani times  fail becam world  best  fail even now  anyway  there  noth like failur science  sure know us    #isro #chandrayan ,24,,positive
323,2019-09-08 06:04:06,AshokKu90842280,Retweet,the countri whose peopl are readi to fund chandrayaan      in    hour      who can stop that countri from move forward     #isro follow,21,,positive
324,2019-09-08 06:04:08,lswaykole07,Tweet,great effort demotiv #isro  doubt scientist  said drama  really   compar nasa here  can t isro do ,16,"Jalgaon, India",positive
325,2019-09-08 06:04:09,iambilal0786,Retweet,exactli    nail srk bhai,4,"New Delhi, India",positive
326,2019-09-08 06:04:10,mnirbhavne82,Retweet,  and hate pakistan neighbour  #chandrayaan  #isro #isropergarvhai,7,"Mumbai, India",negative
327,2019-09-08 06:04:11,qazzafi143,Tweet,may commun lost chandrayan   done reach nobodi else w tri again thi encourag indian believ hard work  #isro inspir     billion indian whole world  jai hind   ,25,"Navi Mumbai, India",negative
328,2019-09-08 06:04:12,iamneilG,Tweet,never give up  obstacl failur part journey     #jaihind   ,8,"New Delhi, India",positive
329,2019-09-08 06:04:12,vichalit_vichar,Tweet,proud #isro #chandrayaan  ignor shit       #pkmkbforev,6,apni alag duniya mai:),positive
330,2019-09-08 06:04:13,smallabigB,Tweet,journey #incospar #isro    indian space station mission  lower budget mani hollywood movies   move zero infinit dream tast #failur #success  amp  #glory  #apjabdulkalam #vikramsarabhai #proudindian,24,Mumbai,positive
331,2019-09-08 06:04:14,CheenuGarg5,Retweet,pic moment day  #indiawithisro #proudofisro #isro #sivan #ndtvwithpakistan #banndtv #isropergarvhai #indvspak #chandrayaan  #saturdaymotiv #chandrayaan ,14,,positive
332,2019-09-08 06:04:15,NishaKurian4,Retweet,indian heartbroken #chandrayaan l hypocrites  cri #kashmir  #nrcfinallist  mob lynching  dalit harassment  poverty  economy  fail mission moon noth cri for  use scienc save planet tear save indian modi shah  #isro,30,,negative
333,2019-09-08 06:04:18,Vivek_s_dubey,Tweet,#sundaygyan #bhaisaheb  #kshivan will come out of everi hous on the day when the success of hi progeni embrac more failure  #isro,22,Indore,positive
334,2019-09-08 06:04:26,Ravikan03251268,Retweet,We indian are more sentimental  we are seen ridicul fawad chaudhary  #isro  but we are ignor the support that we are get from the whole world  whi are we do thi to pakistan  where it is respect in our world are you more concern about china then hong kong itself ,50,"Madhya Pradesh, India",positive
335,2019-09-08 06:04:27,iamsachinpande,Retweet,  if fail never give fail mean first attempt learning       end end fact end mean effort never dies    if get answer rememb mean  next opportunity  #proudofisro       a big salut hardwork scientists    #chandrayan  #isro,32,On twitter,negative
336,2019-09-08 06:04:28,RamlovesS,Retweet,proud #isro power   #chandrayaan ,4,India🇮🇳,positive
337,2019-09-08 06:04:29,MokshadaJain1,Tweet,teari eye see this  proud isro  shine high  always  #isro,10,,positive
338,2019-09-08 06:04:31,JacquelineDsou4,Tweet,  salute   fearless speak truth call PR camera shoot,8,,positive
339,2019-09-08 06:04:34,manish_bed,Retweet,A devote is say that the isro scientist were reservationists  so it ha failed ,14,"Uttar Pradesh, India",negative
340,2019-09-08 06:04:36,RamlovesS,Retweet,histori creat nation pride kudo whole team #chandrayaan land #chandrayaan l       ,11,India🇮🇳,positive
341,2019-09-08 06:04:37,chandanverma777,Retweet,If the moon had met you last night  you would have seen me and we would have eid  stay connected  touch  catch later  # chandrayan  #isro #proudindian,27,"Ranchi,India",positive
342,2019-09-08 06:04:38,i_m_gowda,Tweet,fail atleast #isro job like sit offic tweet #india mission GO job elect rememb #chandrayaan  atleast tri read  th std scienc book,22,,positive
343,2019-09-08 06:04:39,ArjunNarayana14,Tweet,mind busi dude   Go learn even dream get moon outer space    come criticis peopl spent billion dream lost fraction  #isro   ,20,"TVPM,Kerala",negative
344,2019-09-08 06:04:42,akpurohitngr,Retweet,man need difficulti necessari enjoy success    A  P  J  abdul kalam #chandrayan  #isro #proudofisro,14,No Men's Land,positive
345,2019-09-08 06:04:43,jitendra_kr,Tweet,pleas verifi real twitter handl dr  sivan ,7,Bangalore,positive
346,2019-09-08 06:04:43,amuthan1975,Retweet,obstacl inevit set someth big  dear #isro  sincer effort heart nation  keep move ahead  success sure side ,17,"12.887585,77.544187",positive
347,2019-09-08 06:04:45,rajkaran_news,Tweet,uae space agenc extend support isro show strength india ua ties  navdeep singh suri #isro #uaespaceag #india,17,"Surat, India",positive
348,2019-09-08 06:04:46,WaizArd20,Retweet,failur success progress  matter #proudofisro #isro shall rise better #chandrayaan  #proudindian #vikramland,12,Court ,positive
349,2019-09-08 06:04:46,AlnoorShamish,Retweet,MS dhoni said   you learn lot go rough period compar good time everyth goe way  alway believ process import results   proud   #chandrayaan land #isro,24,,positive
350,2019-09-08 06:04:50,SUMEDHUbale1,Tweet,modi JI heart consol #isro chief throughout mission gave valu abl time anyway  land KA kya hua  #nomo #proudofisro #shameonmedia #maharashra with ambedkar,23,,positive
351,2019-09-08 06:04:50,Gabriel22s,Retweet,experienc someth similar #beresheet april  extend compass congratul #isro team bold pioneer mission  none easy  keep dreaming  pursuing  achieving ,19,"Paris, France",positive
352,2019-09-08 06:04:58,Karthik11870660,Retweet,pakistani troll india  setback recent mission space  pleas dont forget still struggl host cricket match countri earth  let alon host space program sort  reminder  #isro,25,,positive
353,2019-09-08 06:05:01,Anand_shah07,Retweet,  after fail attempt conquer mount everest sir edmund hillari remarked   I come conquer you  mountain can t grow  human can   rest history   #isro  proud isro       ,25,,positive
354,2019-09-08 06:05:02,Devashi49252632,Retweet,the talent  commit and dedic of the scientist of #isro is inspir to all  the countri is with you on both the discret and the spirit level ,27,भारत,positive
355,2019-09-08 06:05:03,Tyagi_Abhishek_,Retweet,well tri #isro  keep spirit up  gormint support you  sure achiev success soon near future    mission moon hi hai  koi pakistan thode jo har baar fail hoga aur duniya bhar beizzat hoga  #chandrayaan  #worthlesspakistan #pkmkb,35,,positive
356,2019-09-08 06:05:03,YtharthC,Retweet,PM great leader  best exampl leadership  fortun leader helm affair like him  failur biggest teacher  proud team #chandrayaan  #proudofisro #isro,20,BHARATVARSH,positive
357,2019-09-08 06:05:05,Minchu_Sudheer,Retweet,love letter the#vikramland straight heart      ,5,,positive
358,2019-09-08 06:05:06,mayur9dhut,Retweet,ndtv journalist pallav bagla treat isro scientist  #chandrayan  #isro,9,"Hyderabad, India",positive
359,2019-09-08 06:05:06,VarunVaru45,Tweet,vikram fail land  but orbit safe lunar orbit job  so thi failur job  all  #isro pass     mission  proud scientist  luck come missions ,22,"Bengaluru, India",positive
360,2019-09-08 06:05:06,ArunDhfm4005,Retweet,#chandrayaan   use #maharshi line #chandrayaan land #isromiss #isro,8,"Hyderabad, India",positive
361,2019-09-08 06:05:08,WSahibole,Tweet,We are all one jai hind,6,,positive
362,2019-09-08 06:05:10,Yogeshgujjar5,Retweet,you are the # moon  you will show your tantrums  thi # bharat will be return to you and will make your # flag strong  congratul veri much countri is proud of you    # chandrayan  #isro,36,🚩 योगिराज में 🚩,positive
363,2019-09-08 06:05:11,mirdhawala,Retweet,brillianc man call srk,4,India,positive
364,2019-09-08 06:05:18,kunvaria,Retweet,#proudofisro  scienc experiments    orbit still working    mayb #vikramland #pragyanrov alreadi start job  still hopeful    #chandrayan  #isro #isromiss,17,"Mumbai, India",positive
365,2019-09-08 06:05:19,Kamalanandh1,Tweet,realli nice sir,3,"Chennai, India",positive
366,2019-09-08 06:05:22,Shambhu21616736,Retweet,the floor will certainli be found wandering  rightly  it is misguid who doe not come out of the house  you must celebr on our failure  but our dream wa to go to the moon  we are still abov your thinking      great hindustan #isro,43,,positive
367,2019-09-08 06:05:23,eswa16,Retweet,achiev much much lost  alway rememb gloriou moment histori nation   y our  state  tamilnadu  sir  chairman  #chandrayan  #isro,18,"Tiruppur, India",positive
368,2019-09-08 06:05:27,ashokactor,Tweet,say dilli duur nahi dear #isro U broken myth made saying   ab chaand duur nahi  believ eventu attainable  india stand salutes  respect  gratitud never give behalf fellow indians  ashok kumar,30,Mumbai/Chennai-INDIA,negative
369,2019-09-08 06:05:28,sasitha49169099,Tweet,futur project #isro        #adityal  studi sun  corona        #gaganyan send astronaut space        #chandrayaan  send indian robot        #mangalyan   nd orbit mar        #shukrayaan send orbit studi venu       #spacest india  space station,28,"Rajapalayam, India",positive
370,2019-09-08 06:05:30,Rajuchitain1,Retweet,congratul to all the scientist of chandrayaan   # chandrayaan   at least we tri to measur the moon  what happen if contact is broken  our resolv is veri strong  will rise onc again and fight the distances  #isro #vikramland,38,"Tohana, India",negative
371,2019-09-08 06:05:32,Pryda88,Retweet,feel sad #isro scientist failur indian moon mission  #chandrayan   effort admir loss science  yes  modi  polici #kashmir toward minor heartless  amp  atrocious  give anyon licens gloat tragedy ,27,"Karachi, Pakistan",negative
372,2019-09-08 06:05:33,SujitKumarTiw18,Retweet,fuel is the fuel for long flight #isro,8,"Patna, India",negative
373,2019-09-08 06:05:33,dildar12,Retweet,We will call it jabra jhappi   Na na you onli tell me what is thi     anyth for the camera      I swear I emosanl # chandrayan  #isro,26,Rajghat ,positive
374,2019-09-08 06:05:35,alarafatengr,Retweet,when will you speak for them  are they not the peopl of india  and read it for you  I wa veri import wa thi my reaction  rememb sir  jai hind,30,Qatar,positive
375,2019-09-08 06:05:38,ridhi_bose,Tweet,modiji    prepar for # chandrayaan  open an account #iro say if the peopl of india do not deposit     crore in a day         #indiaonthemoon         ,23,🇮🇳🇮🇳भारत 🇮🇳🇮🇳,positive
376,2019-09-08 06:05:39,SUBASH50693,Retweet,mani more scientist will be seen on news channel in india today than the scientist who are not in #isro    # chandrayan ,22,"Jaunpur, U. P. India",positive
377,2019-09-08 06:05:39,BobbyBansal10,Retweet,  ramasoren    sanjeev         If seen  thi beggar countri becom the first countri in the world who is laugh at scienc   technolog experi as unsuccessful  In contrast to the #isro that the whole world is appreciating  they are give evid of their stupidity  today pakistan prove to be a fool  countri in the whole world ,53,"Ram Park, Ghaziabad",positive
378,2019-09-08 06:05:43,WishuDelhi,Retweet,pallava behav receiv remuner pakistan insult #isro chief ,8,,positive
379,2019-09-08 06:05:44,Sathish67890200,Retweet,worth     u #isro #isromiss #chandrayaan  #worthlesspakistan,6,,positive
380,2019-09-08 06:05:44,Umairhingora78,Retweet,land fantast   #indiafail #chandrayaan l #isro,6,"Karachi, Pakistan",positive
381,2019-09-08 06:05:45,RohanMuntha,Retweet,#isro chief shivan broke tear show invest success mission   ,9,"Bengaluru, India",positive
382,2019-09-08 06:05:46,devendra01it,Retweet,there  also #isro reusabl launch vehicl alreadi test hyperson flight       nd test craft due later      ,15,"Udaipur, India",negative
383,2019-09-08 06:05:46,Kanu01969000,Tweet,#ndtvwithpakistan pakistan support india,4,,positive
384,2019-09-08 06:05:49,shreyasmahajan1,Retweet,tear dr  sivan  eye affect whole day today  felt whole day tear #isro #hardwork,14,"Pune, Maharashtra,India",positive
385,2019-09-08 06:05:49,santosh06996650,Tweet,scienc is a subject of experiment  and where   failur   in experiment ,11,,negative
386,2019-09-08 06:05:53,iPoojaGoswami,Retweet, contact is gone  no determination  the floor are also stubborn  the path are also stubborn  we will tri again tomorrow  the spirit are stubborn here too  everi scientist stand shoulder to shoulder with you ,34,"Rajasthan, India",positive
387,2019-09-08 06:05:54,Rithesh__Ritz,Tweet,#isro upcom mission #teamisro never give stay strong #india #indiaonthemoon,10,,positive
388,2019-09-08 06:05:54,SaqiRebel,Retweet,troll please  respect loosers  #isro #chandrayaan ,6,Kahen Ka Nhi,positive
389,2019-09-08 06:05:55,Yogeshgujjar5,Retweet,these two legends  one in the world cup by    centimet and one from      meter away from the lunar surface  are two pain event of       but in both these circumst a lot of tireless effort to be veri close to the goal  would be appreciated  bharat mata Ki jai #indiamakeshistori #isro,50,🚩 योगिराज में 🚩,positive
390,2019-09-08 06:05:54,AquibKh26199734,Tweet,upcom #isro mission #proudofisro proud indian,6,,positive
391,2019-09-08 06:05:55,Yogeshgujjar5,Retweet,No one will come next time  have you seen the way  see you soon #chand tuzs,16,🚩 योगिराज में 🚩,positive
392,2019-09-08 06:05:55,krs1178,Tweet,got inform #chandrayaan land #isro #thankyou share this   r comment sleepless night hardwork   #respect     ,14,India,positive
393,2019-09-08 06:05:59,imsrr22,Tweet,fuck u fuck idiot learn way take interview great scientist u idiot  #ndtvwithpakistan #ndtvkmkb #ndtv #ndtvnewsbeep,16,"New Delhi, India",negative
394,2019-09-08 06:06:00,VijayKu49544881,Tweet,success rate countri space    percent isro success rate    percent r u #isro,12,,positive
395,2019-09-08 06:06:00,Vaishna65561485,Retweet,#isro second de orbit maneuv #chandrayaan spacecraft perform success today  septemb           begin      hr ist  detail pleas see,17,,positive
396,2019-09-08 06:06:01,SoumikNandi20,Tweet,respect #narendra modi ji pleas send us #isro bank account number  indian popul    cr send minimum amount like        want #chandrayan  mission      ,21,,positive
397,2019-09-08 06:06:02,Kamlesh77193234,Retweet,thank you veri much for my upcom mission to our scientist on behalf of me and all the countrymen       ,19,"Goa, India",positive
398,2019-09-08 06:06:02,mshussain25,Tweet, koi hums jeet na paave  chale chalo  chale chalo    mit jaav jo takrave  chale chalo  chale chalo    bhale ghor andheraa chhave  chale chalo  chale chalo    koi raah mein na thaam jaawe  chale chalo  chale chalo      jai Ho jai hind,39,Mumbai,positive
